rut,programa,hito1,hito2,hito3,hito4,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,sol1,sol2,sol3,sol4
189,INGENIERIA CIVIL INDUSTRIAL,20,4,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:18:35,:1:44:37,,,6.6,7.0,6.4,6.7
190,INGENIERIA EN COMPUTACION E INFORMATICA,18,7,0,0,17,22,:25:17:4:26:29:23:0:22:10:3:42:35,:6:1:44:37:28,,,5.6,6.5,5.8,6.0
191,INGENIERIA EN COMPUTACION E INFORMATICA,27,13,0,0,25,6,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:37:28:12:21:38:8,,,6.0,6.7,6.5,6.0
192,INGENIERIA CIVIL INDUSTRIAL,16,4,0,0,14,17,:25:17:4:26:29:22:3:42:32:18,:6:1:44:38,,,7.0,6.4,4.7,6.0
193,INGENIERIA CIVIL INDUSTRIAL,14,7,0,0,13,18,:25:26:0:22:10:42:32:35,:6:1:44:37:28,,,5.8,6.2,2.4,4.8
194,INGENIERIA CIVIL INFORMATICA,20,2,0,0,23,16,:25:17:4:26:29:23:0:22:10:3:42:18:35,:1:44,,,6.6,5.6,6.6,6.3
195,INGENIERIA CIVIL INDUSTRIAL,12,7,0,0,13,18,:25:17:4:26:29:0:22:10,:6:1:44:37:28,,,6.7,5.9,4.0,5.5
196,INGENIERIA CIVIL INFORMATICA,3,0,0,0,3,13,:25:17:4,,,,4.6,4.7,1.0,3.4
197,INGENIERIA CIVIL INDUSTRIAL,27,8,0,0,22,9,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:37:28:38,,,5.0,5.6,6.0,5.5
199,INGENIERIA INDUSTRIAL,20,0,0,0,19,20,:25:17:4:26:29:23:0:22:10:3:42:18:35,,,,6.8,6.2,6.8,6.6
201,INGENIERIA CIVIL INDUSTRIAL,20,3,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:32:35,:6:1:44,,,7.0,4.6,5.8,5.8
202,INGENIERIA EN COMPUTACION E INFORMATICA,14,4,0,0,13,18,:25:17:4:29:23:22:10:3:42:35,:6:44:37,,,6.0,4.8,5.8,5.8
203,INGENIERIA CIVIL INDUSTRIAL,5,0,0,0,11,13,:25:17:4:26,,,,4.5,6.0,3.1,4.5
204,INGENIERIA CIVIL INFORMATICA,20,3,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:18:35,:6:1:44,,,6.7,7.0,6.8,6.8
205,INGENIERIA EN COMPUTACION E INFORMATICA,20,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:3:32:18:35,,,,6.7,6.8,6.6,6.7
207,INGENIERIA CIVIL INDUSTRIAL,19,3,0,0,15,16,:25:17:4:26:29:0:22:10:3:42:32:18,:6:1:44,,,7.0,4.9,5.9,5.9
208,INGENIERIA EN COMPUTACION E INFORMATICA,22,4,0,0,17,22,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:1:44:28,,,6.2,6.2,5.4,5.9
209,INGENIERIA EN COMPUTACION E INFORMATICA,15,2,0,0,11,20,:25:17:4:26:29:23:0:3:42:18,:37,,,6.4,5.0,6.1,5.8
210,INGENIERIA EN COMPUTACION E INFORMATICA,16,10,0,0,24,15,:25:17:4:26:29:23:0:22:10:3:18,:6:1:44:11:37:38:9,,,6.0,6.4,6.4,6.3
211,INGENIERIA EN COMPUTACION E INFORMATICA,22,5,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:37,,,6.5,6.6,6.6,6.6
213,INGENIERIA CIVIL INDUSTRIAL,14,7,0,0,15,32,:25:17:4:26:29:23:0:22:10:3,:6:1:44:37:28,,,7.0,5.2,5.7,6.0
214,INGENIERIA CIVIL INDUSTRIAL,12,3,0,0,10,21,:25:17:4:26:23:22:32:35,:44:37,,,5.6,5.1,6.0,5.6
215,INGENIERIA CIVIL INDUSTRIAL,23,3,0,0,16,15,:25:17:4:26:29:23:0:22:10:32:13:18:35,:6:1:44,,,7.0,5.7,6.4,6.4
216,INGENIERIA CIVIL INDUSTRIAL,22,3,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44,,,5.4,6.0,5.5,5.6
217,INGENIERIA CIVIL INDUSTRIAL,20,2,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:18:35,:1:44,,,7.0,6.8,6.8,6.9
219,INGENIERIA CIVIL INFORMATICA,17,3,0,0,14,17,:25:17:4:26:29:0:22:10:3:42:32,:1:44:38,,,6.2,5.3,6.0,5.8
220,INGENIERIA CIVIL INDUSTRIAL,26,2,0,0,19,20,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,:6:44,,,4.8,6.8,6.6,6.1
221,INGENIERIA CIVIL INFORMATICA,16,4,0,0,14,17,:25:17:4:26:29:23:0:10:3:42:18,:1:44:28,,,7.0,6.8,6.4,6.7
222,INGENIERIA EN COMPUTACION E INFORMATICA,3,0,0,0,3,13,:25:17:4,,,,6.8,5.5,2.0,4.8
223,INGENIERIA EN COMPUTACION E INFORMATICA,24,2,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:32:13:18,:1:44,,,6.8,6.2,6.4,6.4
224,INGENIERIA CIVIL INDUSTRIAL,19,4,0,0,16,15,:25:17:4:26:29:23:0:10:42:32:18:35,:6:1:44:38,,,6.2,6.5,6.6,6.4
226,INGENIERIA EN COMPUTACION E INFORMATICA,16,5,0,0,14,17,:25:17:4:26:29:23:22:10:3:32:35,:6:37:28,,,5.3,6.2,4.7,5.4
228,INGENIERIA CIVIL INDUSTRIAL,22,3,0,0,24,15,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44,,,6.6,6.4,6.6,6.5
229,INGENIERIA CIVIL INFORMATICA,18,7,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:32:35,:6:1:44:37:28,,,6.6,5.7,7.0,6.4
230,INGENIERIA CIVIL INFORMATICA,25,3,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:35,:6:1:44,,,6.3,5.7,5.9,6.0
232,INGENIERIA EN COMPUTACION E INFORMATICA,13,0,0,0,15,24,:25:17:4:26:29:23:0:22:10,,,,4.4,6.5,3.0,4.6
233,INGENIERIA CIVIL INDUSTRIAL,6,0,0,0,5,11,:25:17:4:0:3,,,,6.0,5.1,4.1,5.1
234,INGENIERIA CIVIL INDUSTRIAL,24,2,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:32:13:18:35,:28,,,5.2,4.7,4.2,4.7
237,INGENIERIA CIVIL INFORMATICA,23,10,0,0,26,13,:25:17:4:26:29:23:0:10:3:42:7:32:13:18,:1:11:37:28:21,,,6.8,5.4,6.3,6.1
238,INGENIERIA EN COMPUTACION E INFORMATICA,19,4,0,0,15,24,:25:17:4:26:29:23:0:22:3:42:32:35,:6:44:37,,,6.3,6.6,6.3,6.3
240,INGENIERIA CIVIL INDUSTRIAL,27,2,0,0,32,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1,,,6.2,6.8,6.2,6.4
241,INGENIERIA EN COMPUTACION E INFORMATICA,23,6,0,0,17,14,:25:17:4:26:29:23:0:22:10:42:32:13:18,:6:44:37:28,,,6.4,6.2,4.6,5.7
242,INGENIERIA CIVIL INFORMATICA,20,2,0,0,14,17,:25:26:29:23:0:22:10:3:42:32:18:35,:1:44,,,5.8,6.3,5.5,5.9
243,INGENIERIA CIVIL INFORMATICA,27,15,0,0,26,5,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:11:37:28:12:21:38:9,,,6.2,6.8,6.8,6.6
244,INGENIERIA CIVIL INFORMATICA,23,13,0,0,23,8,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,:6:1:44:11:37:28:12:21,,,5.7,5.0,5.4,5.4
245,INGENIERIA CIVIL INFORMATICA,12,3,0,0,11,20,:25:17:4:26:3:42:18:35,:6:1:44,,,6.4,5.2,4.9,4.0
246,INGENIERIA CIVIL INFORMATICA,14,13,0,0,18,13,:25:17:4:26:29:23:0:22:10:3,:6:1:44:11:37:28:12:21,,,6.4,6.6,6.3,6.4
247,INGENIERIA CIVIL INDUSTRIAL,20,3,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:18:35,:6:1:44,,,5.0,6.5,5.2,5.9
248,INGENIERIA CIVIL INFORMATICA,27,13,0,0,25,6,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:37:28:12:21:9:2,,,6.8,6.1,7.0,6.6
249,INGENIERIA EN COMPUTACION E INFORMATICA,20,5,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:32:35,:44:37:28,,,6.1,4.5,6.0,5.5
250,INGENIERIA CIVIL INDUSTRIAL,22,0,0,0,14,17,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,,,,5.6,5.7,6.0,5.8
251,INGENIERIA CIVIL INDUSTRIAL,20,2,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:32:35,:1:44,,,5.5,4.7,6.2,5.5
252,INGENIERIA EN COMPUTACION E INFORMATICA,17,5,0,0,14,17,:25:17:4:26:29:22:10:3:42:13,:6:1:44:37,,,6.9,6.3,6.0,6.3
253,INGENIERIA EN COMPUTACION E INFORMATICA,16,7,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42,:6:1:44:37:28,,,6.8,6.2,5.4,6.1
254,INGENIERIA CIVIL INDUSTRIAL,22,7,0,0,18,21,:25:17:4:26:29:23:0:22:10:3:42:32:13,:6:1:44:37:28,,,6.8,4.3,6.0,5.7
255,INGENIERIA CIVIL INFORMATICA,20,4,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:18:35,:1:28:38,,,4.2,6.2,6.0,5.5
256,INGENIERIA CIVIL INDUSTRIAL,18,5,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:32,:6:1:44:37,,,7.0,6.4,6.4,6.6
257,INGENIERIA CIVIL INFORMATICA,26,2,0,0,24,23,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,:1:44,,,6.1,6.3,6.2,6.2
258,INGENIERIA CIVIL INDUSTRIAL,18,6,0,0,17,14,:25:17:4:26:29:23:22:10:3:42:32:18,:6:1:44:28:12,,,6.6,5.5,7.0,6.4
259,INGENIERIA CIVIL INFORMATICA,22,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:3:42:32:13,,,,7.0,6.2,4.5,5.9
261,INGENIERIA EN COMPUTACION E INFORMATICA,4,0,0,0,3,13,:17:4:22,,,,4.8,5.8,6.2,5.6
262,INGENIERIA CIVIL INDUSTRIAL,16,8,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42,:6:44:37:28:12:38,,,5.8,5.8,6.1,5.9
263,INGENIERIA EN COMPUTACION E INFORMATICA,21,6,0,0,17,14,:25:4:26:29:23:0:22:10:3:42:32:18:35,:6:44:37:28,,,4.9,5.3,3.0,4.4
264,INGENIERIA CIVIL INDUSTRIAL,22,4,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:38,,,6.7,6.2,6.6,6.5
265,INGENIERIA EN COMPUTACION E INFORMATICA,14,6,0,0,14,17,:25:17:4:26:29:23:22:10:3:42,:6:44:37:28,,,4.8,5.6,4.7,2.9
267,INGENIERIA CIVIL INFORMATICA,22,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:3:32:13:18,,,,6.4,6.8,6.3,6.3
268,INGENIERIA EN COMPUTACION E INFORMATICA,23,7,0,0,20,19,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,:6:1:44:37:28,,,6.4,6.6,6.5,6.5
269,INGENIERIA CIVIL INDUSTRIAL,11,7,0,0,13,18,:25:17:26:23:22:10:3:35,:6:1:44:37:28,,,7.0,5.3,5.6,6.0
270,INGENIERIA CIVIL INDUSTRIAL,20,2,0,0,14,17,:25:17:4:26:29:23:0:22:10:3:42:32:35,:37,,,6.6,5.8,5.2,5.9
271,INGENIERIA CIVIL INDUSTRIAL,27,4,0,0,20,11,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:38,,,6.6,7.0,6.3,6.3
272,INGENIERIA CIVIL INFORMATICA,5,0,0,0,11,13,:25:17:4:26,,,,5.6,6.4,6.1,6.0
273,INGENIERIA CIVIL INDUSTRIAL,20,3,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:18:35,:6:44:38,,,6.7,6.0,6.2,6.3
276,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,21,18,:25:17:4:26:29:23:0:22:10:3:42:18:35,,,,5.0,6.4,6.5,6.0
277,INGENIERIA CIVIL INDUSTRIAL,10,3,0,0,8,23,:4:26:29:23:0:22,:44:28,,,6.0,4.9,3.9,4.9
279,INGENIERIA CIVIL INFORMATICA,20,2,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:32:18,:6:44,,,7.0,6.0,6.6,6.3
281,INGENIERIA CIVIL INDUSTRIAL,16,8,0,0,24,15,:25:17:4:26:29:23:0:22:10:3:42,:6:1:44:37:28:12,,,6.8,7.0,6.6,6.8
282,INGENIERIA CIVIL INDUSTRIAL,6,0,0,0,5,34,:25:17:4:3:18,,,,6.2,5.2,4.6,5.3
283,INGENIERIA CIVIL INDUSTRIAL,23,19,0,0,27,4,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,:6:1:44:11:37:28:12:21:38:8:9:2,,,6.4,6.0,6.0,6.1
284,INGENIERIA EN COMPUTACION E INFORMATICA,20,3,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:18:35,:6:1:44,,,6.6,6.5,6.7,6.6
285,INGENIERIA CIVIL INDUSTRIAL,17,3,0,0,14,25,:17:4:26:29:23:0:22:10:3:42:18,:6:1:44,,,5.6,4.8,5.1,5.2
286,INGENIERIA CIVIL INDUSTRIAL,22,8,0,0,27,12,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:37:28:38,,,5.8,6.4,5.9,6.0
288,INGENIERIA CIVIL INDUSTRIAL,22,3,0,0,23,16,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44,,,6.2,6.2,6.6,6.3
289,INGENIERIA CIVIL INDUSTRIAL,27,6,0,0,21,18,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:37:38,,,7.0,6.6,6.4,6.7
290,INGENIERIA CIVIL INDUSTRIAL,24,14,0,0,23,16,:25:17:4:26:29:23:0:22:10:3:42:32:13:18,:6:1:44:37:28:12:38:2:33,,,5.4,5.0,5.0,5.1
291,INGENIERIA CIVIL INFORMATICA,23,9,0,0,19,12,:25:17:4:26:29:22:10:3:42:32:13:18:35,:6:1:44:11:28:12,,,6.7,5.4,5.4,5.8
292,INGENIERIA EN COMPUTACION E INFORMATICA,17,2,0,0,18,21,:25:17:4:26:29:0:22:10:3:42:35,:37,,,5.9,5.7,6.1,5.9
293,INGENIERIA CIVIL INDUSTRIAL,22,5,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:37,,,6.5,4.8,6.6,6.0
294,INGENIERIA CIVIL INDUSTRIAL,14,2,0,0,10,21,:17:4:26:23:22:10:32:13,:6:44,,,5.8,4.7,4.6,5.0
295,INGENIERIA CIVIL INFORMATICA,16,7,0,0,16,23,:25:17:4:26:29:23:0:22:10:3:42,:6:1:44:37:28,,,7.0,7.0,6.4,6.8
296,INGENIERIA CIVIL INDUSTRIAL,19,7,0,0,17,14,:25:17:4:26:29:0:22:10:3:42:32:18,:6:1:44:37:28,,,6.8,6.4,6.6,6.6
298,INGENIERIA CIVIL INFORMATICA,27,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.5,5.5,5.1,5.7
299,INGENIERIA EN COMPUTACION E INFORMATICA,18,2,0,0,11,20,:25:17:4:26:23:0:42:32:13:18,:28,,,4.2,5.8,3.1,3.0
301,INGENIERIA EN COMPUTACION E INFORMATICA,14,6,0,0,22,17,:25:17:4:26:29:23:0:10:3:42,:6:44:37:28,,,4.8,6.3,5.6,5.6
302,INGENIERIA CIVIL INDUSTRIAL,21,6,0,0,14,17,:25:17:4:26:29:0:22:32:13:18:35,:9:2:33,,,5.6,4.1,2.9,4.2
303,INGENIERIA CIVIL INDUSTRIAL,23,1,0,0,14,17,:25:17:4:26:29:0:22:10:7:32:13:18:35,:44,,,6.6,5.5,4.0,5.4
304,INGENIERIA EN COMPUTACION E INFORMATICA,20,7,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:32:35,:6:1:44:37:28,,,7.0,5.9,6.0,6.3
305,INGENIERIA CIVIL INDUSTRIAL,22,1,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:44,,,5.7,6.6,6.1,6.1
306,INGENIERIA CIVIL INFORMATICA,17,3,0,0,13,18,:25:17:4:26:29:22:10:3:42:32:18,:6:37,,,6.4,6.2,6.2,6.2
307,INGENIERIA EN COMPUTACION E INFORMATICA,16,10,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42,:6:1:44:37:28:9:2,,,6.6,6.0,5.4,6.0
308,INGENIERIA CIVIL INFORMATICA,23,10,0,0,23,8,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,:6:1:44:37:28:12:38:9,,,6.8,6.7,6.2,6.6
309,INGENIERIA EN COMPUTACION E INFORMATICA,15,3,0,0,10,37,:25:17:29:22:3:42:32:13,:44:37,,,5.5,5.0,5.0,5.0
310,INGENIERIA CIVIL INDUSTRIAL,16,7,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42,:6:1:44:37:28,,,7.0,6.3,6.5,6.6
311,INGENIERIA CIVIL INDUSTRIAL,18,3,0,0,23,16,:25:17:4:26:29:23:0:22:10:3:42:32,:6:1:44,,,5.8,5.8,6.8,6.1
312,INGENIERIA CIVIL INDUSTRIAL,22,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:3:32:13:18,,,,6.2,6.0,5.8,6.0
313,INGENIERIA CIVIL INDUSTRIAL,16,6,0,0,15,24,:25:17:4:26:29:23:0:22:10:3:42,:6:1:37:28,,,6.9,5.6,5.9,6.1
314,INGENIERIA CIVIL INFORMATICA,17,3,0,0,14,17,:25:17:4:26:29:23:0:3:32:18:35,:6:1:44,,,6.6,5.2,5.7,5.8
315,INGENIERIA CIVIL INDUSTRIAL,18,5,0,0,16,23,:25:17:4:26:23:0:22:10:3:42:32:18,:6:1:44:28,,,6.7,6.6,6.8,6.7
316,INGENIERIA EN COMPUTACION E INFORMATICA,23,2,0,0,14,17,:25:17:4:26:29:23:0:22:3:42:32:13:35,:37,,,6.9,6.3,4.7,6.0
317,INGENIERIA CIVIL INDUSTRIAL,18,4,0,0,16,15,:25:17:4:26:23:0:22:10:3:42:18:35,:6:1:44:38,,,6.6,5.8,6.4,6.3
318,INGENIERIA CIVIL INFORMATICA,0,1,0,0,1,30,,:1,,,6.8,6.0,6.4,6.4
319,INGENIERIA CIVIL INFORMATICA,19,5,0,0,16,15,:17:4:26:29:23:0:22:10:3:32:18:35,:6:1:44:37,,,6.2,6.1,6.5,5.8
320,INGENIERIA CIVIL INDUSTRIAL,20,4,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:32:35,:6:1:44:38,,,5.4,4.9,5.2,5.2
324,INGENIERIA CIVIL INFORMATICA,26,11,0,0,22,9,:25:17:4:26:29:0:22:10:3:42:7:32:13:18:35,:6:44:11:37:21:38:9,,,6.2,6.6,6.0,6.3
325,INGENIERIA CIVIL INDUSTRIAL,22,3,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44,,,6.3,6.3,6.6,6.4
326,INGENIERIA CIVIL INDUSTRIAL,27,6,0,0,20,19,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:1:44:37:28,,,6.6,5.8,6.0,6.1
329,INGENIERIA CIVIL INFORMATICA,24,6,0,0,27,20,:25:17:4:26:29:23:0:22:10:3:42:32:13:18,:6:1:44:37:9,,,5.1,6.1,6.8,6.0
330,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,11,28,:25:4:26:29:23:0:22:3:32:13:18,,,,5.8,6.2,4.8,5.6
331,INGENIERIA EN COMPUTACION E INFORMATICA,22,0,0,0,14,10,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,,,,6.4,6.4,5.8,6.2
332,INGENIERIA CIVIL INDUSTRIAL,23,3,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,:6:1:44,,,6.6,5.1,6.0,5.9
333,INGENIERIA CIVIL INDUSTRIAL,19,3,0,0,15,16,:25:17:4:26:29:0:22:10:3:42:32:18,:6:1:44,,,6.9,6.4,6.4,6.6
334,INGENIERIA CIVIL INDUSTRIAL,11,4,0,0,12,19,:17:4:23:10:3:42:32:18,:6:1:44:38,,,6.0,4.4,6.2,5.5
335,INGENIERIA CIVIL INDUSTRIAL,19,2,0,0,14,17,:25:17:4:26:29:23:0:22:3:42:32:18,:6:44,,,7.0,5.7,5.4,6.0
336,INGENIERIA CIVIL INDUSTRIAL,27,5,0,0,20,11,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:37,,,6.6,5.4,2.8,4.9
337,INGENIERIA EN COMPUTACION E INFORMATICA,23,6,0,0,17,14,:25:17:4:26:29:23:0:22:3:42:32:13:35,:6:44:37:28,,,6.5,5.9,5.8,6.1
338,INGENIERIA CIVIL INFORMATICA,2,2,0,0,4,27,:25:17,:6:44,,,5.1,4.9,4.4,4.4
339,INGENIERIA EN COMPUTACION E INFORMATICA,18,5,0,0,16,23,:25:17:4:26:29:23:0:22:10:3:42:32,:1:44:37:9,,,6.7,5.6,5.0,5.8
340,INGENIERIA CIVIL INDUSTRIAL,21,7,0,0,19,12,:25:17:4:26:29:23:0:22:10:3:42:7:32:18,:6:1:44:37:28,,,7.0,5.4,6.2,6.2
341,INGENIERIA EN COMPUTACION E INFORMATICA,20,3,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:32:18,:6:1:44,,,6.8,6.5,5.2,6.5
342,INGENIERIA EN COMPUTACION E INFORMATICA,21,4,0,0,23,16,:25:17:4:26:29:0:22:10:3:42:32:18:35,:1:44:28,,,6.2,6.1,6.4,6.2
343,INGENIERIA EN COMPUTACION E INFORMATICA,3,0,0,0,3,13,:25:17:4,,,,4.4,4.4,3.6,4.1
345,INGENIERIA CIVIL INFORMATICA,27,3,0,0,27,12,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44,,,6.4,5.4,5.5,5.8
346,INGENIERIA CIVIL INFORMATICA,19,4,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:7:32,:6:1:44:38,,,7.0,7.0,5.3,6.4
347,INGENIERIA EN COMPUTACION E INFORMATICA,18,2,0,0,14,17,:25:17:4:26:29:23:0:10:3:42:18:35,:1:44,,,5.8,5.5,4.3,5.2
348,INGENIERIA EN COMPUTACION E INFORMATICA,18,6,0,0,15,16,:25:17:4:23:3:42:7:32:13:18:35,:6:44:37:28,,,4.7,5.7,5.0,5.1
349,INGENIERIA CIVIL INFORMATICA,20,3,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:18:35,:6:1:44,,,6.5,5.4,7.0,6.3
350,INGENIERIA CIVIL INDUSTRIAL,18,2,0,0,14,17,:25:17:4:26:23:0:22:10:3:42:18:35,:6:44,,,4.8,5.0,4.1,4.6
351,INGENIERIA CIVIL INDUSTRIAL,27,3,0,0,19,12,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44,,,6.6,5.7,5.9,6.1
352,INGENIERIA CIVIL INFORMATICA,18,5,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:32,:6:1:44:37,,,6.6,6.4,5.7,6.2
353,INGENIERIA CIVIL INDUSTRIAL,22,5,0,0,18,21,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:37,,,7.0,5.6,6.4,6.3
354,INGENIERIA EN COMPUTACION E INFORMATICA,23,0,0,0,13,18,:25:17:4:26:29:0:22:10:7:32:13:18:35,,,,6.0,4.9,4.6,5.2
355,INGENIERIA CIVIL INFORMATICA,19,0,0,0,12,27,:25:17:4:26:29:22:10:3:42:32:18:35,,,,6.4,4.8,5.2,5.5
357,INGENIERIA CIVIL INFORMATICA,3,0,0,0,3,13,:25:17:4,,,,6.2,6.4,5.9,6.4
358,INGENIERIA CIVIL INDUSTRIAL,14,3,0,0,12,27,:25:17:26:23:0:3:42:18:35,:1:44:38,,,4.4,4.8,6.6,5.3
359,INGENIERIA CIVIL INDUSTRIAL,22,3,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44,,,6.7,5.2,4.9,5.6
360,INGENIERIA CIVIL INFORMATICA,16,2,0,0,13,18,:25:17:4:26:29:23:0:10:3:32:18,:6:1,,,6.6,6.2,6.2,6.3
361,INGENIERIA CIVIL INDUSTRIAL,26,3,0,0,25,14,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,:6:1:44,,,4.8,5.3,6.2,5.4
362,INGENIERIA CIVIL INFORMATICA,19,5,0,0,29,18,:25:17:4:26:29:23:0:22:10:3:42:7:35,:6:1:44:28,,,7.0,7.0,6.0,6.7
363,INGENIERIA CIVIL INDUSTRIAL,22,7,0,0,19,12,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:37:28,,,6.3,5.5,5.8,5.9
364,INGENIERIA CIVIL INFORMATICA,24,2,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:32:13:18:35,:1:44,,,6.0,5.9,5.8,5.9
365,INGENIERIA CIVIL INDUSTRIAL,27,1,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:44,,,6.2,5.9,6.6,6.2
366,INGENIERIA CIVIL INDUSTRIAL,8,7,0,0,10,21,:23:3:42:18:35,:6:1:44:37:28,,,5.0,6.3,4.2,5.2
367,INGENIERIA CIVIL INDUSTRIAL,5,7,0,0,9,30,:17:4:22:10,:6:1:44:37:28,,,6.1,4.4,5.7,5.4
368,INGENIERIA INDUSTRIAL,14,1,0,0,11,20,:25:17:4:26:29:23:0:22:10:3,:6,,,6.3,4.2,5.0,5.2
369,INGENIERIA CIVIL INDUSTRIAL,13,8,0,0,15,16,:25:17:4:26:29:23:0:22:10,:6:1:44:37:28:38,,,6.3,5.5,5.0,5.6
370,INGENIERIA CIVIL INFORMATICA,21,10,0,0,22,9,:25:17:4:26:29:23:0:22:10:3:42:7:32:18,:6:1:44:37:28:12:38:9,,,7.0,6.8,6.2,6.7
371,INGENIERIA CIVIL INDUSTRIAL,18,3,0,0,14,17,:17:4:26:29:23:0:22:3:42:32:18,:6:1:44,,,6.6,6.1,6.8,6.5
372,INGENIERIA CIVIL INDUSTRIAL,19,3,0,0,15,16,:25:17:4:26:29:22:10:3:42:32:18:35,:6:1:44,,,6.9,6.0,5.9,6.3
373,INGENIERIA CIVIL INFORMATICA,15,5,0,0,20,19,:25:17:4:26:29:0:22:10:3:42,:6:1:44:37,,,6.4,6.7,6.2,6.4
374,INGENIERIA CIVIL INDUSTRIAL,14,5,0,0,13,18,:25:17:4:26:22:10:32:18:35,:6:1:44:28,,,7.0,4.4,4.9,5.4
375,INGENIERIA INDUSTRIAL,26,6,0,0,19,12,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,:6:44:37:28,,,6.2,5.9,6.6,6.2
376,INGENIERIA CIVIL INDUSTRIAL,18,4,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:18,:6:44:28,,,7.0,5.8,6.4,6.4
